PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
F,31,County capital,Owner with mortgage,College,married,2,0,1961.33,5,7,Human health and social work activities,between 101-250,8,0,0,0,0,0,1,0,0,0
C,59,County capital,Owner without mortgage,Other,married,2,0,1354.5,5,16,Missing,Missing,12,1,1,0,0,0,1,0,0,0
B,28,County capital,Living with family,University,married,2,0,1455,3,13,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
C,26,County capital,Owner without mortgage,Post secondary school,single,1,0,1196.75,3,7,Manufacturing,between 501-1.000,7,0,0,0,0,0,0,0,0,0
B,28,Urban area,Living with family,Highschool,single,1,0,1693.3275,3,14,Transportation and storage,> 1.000,1,0,0,0,0,0,0,0,0,1
B,39,County capital,Owner without mortgage,University,divorced,2,1,15021,9,47,Missing,between 21-50,9,0,0,0,0,0,0,0,0,0
B,65,Rural area,Owner without mortgage,Post secondary school,divorced,1,0,1314,5,16,Missing,Missing,12,0,0,0,0,0,0,0,0,0
E,44,Rural area,Owner without mortgage,Highschool,married,3,1,1457.33,5,24,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
B,58,County capital,Other,University,married,2,0,965,1,17,Manufacturing,between 21-50,1,1,1,0,1,0,0,0,0,0
C,42,County capital,Owner without mortgage,University,single,1,0,1507,6,48,Education,> 1.000,2,0,0,0,0,0,0,0,0,0
E,60,Rural area,Owner without mortgage,Vocational school,married,2,1,757,5,16,Missing,Missing,9,1,1,0,0,0,1,0,0,0
B,25,County capital,Living with family,University,single,2,1,1696.75,3,23,Wholesale and retail trade,> 1.000,1,0,0,0,0,0,0,0,0,0
E,28,Urban area,Owner without mortgage,University,single,1,0,1890.4125,7,11,Missing,between 21-50,7,1,1,0,0,0,0,0,0,0
B,52,Urban area,Owner without mortgage,Highschool,single,1,0,601,15,22,Public administration and defence,between 101-250,1,1,1,0,0,0,0,0,0,0
B,49,Rural area,Owner without mortgage,Post secondary school,married,2,1,4387.505,18,18,Mining and quarrying,> 1.000,1,1,1,0,1,0,1,0,0,0
B,45,County capital,Owner without mortgage,Highschool,married,2,0,1353.23,1,24,Water supply,between 501-1.000,2,1,1,0,1,0,0,0,0,0
C,54,County capital,Owner without mortgage,Missing,married,2,0,1556,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,64,County capital,Owner without mortgage,Post secondary school,divorced,1,0,1691,5,16,Missing,Missing,5,1,1,0,0,0,0,0,0,0
E,32,Urban area,Living with family,Highschool,married,2,0,755.37,2,19,Manufacturing,> 1.000,2,1,1,0,1,0,0,0,0,1
C,60,County capital,Owner without mortgage,Highschool,single,1,0,777,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,51,Rural area,Owner without mortgage,Highschool,married,2,0,797.92,3,24,Manufacturing,between 251-500,2,1,1,0,1,0,0,0,0,0
B,40,Rural area,Owner without mortgage,University,married,2,0,1355.25,1,15,Manufacturing,> 1.000,1,1,1,0,0,0,1,0,0,0
C,28,Urban area,Living with family,Highschool,married,2,0,1223.34,4,16,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Highschool,widow,1,0,1144,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,29,Rural area,Living with family,Highschool,married,2,0,992,5,23,Construction,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,68,Urban area,Owner without mortgage,Highschool,single,1,0,843,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,38,County capital,Owner without mortgage,University,married,2,0,1027.4375,7,8,Education,between 51-100,1,0,0,0,0,0,0,0,0,0
E,39,County capital,Living with family,Post secondary school,married,2,0,2241.5,12,22,Public administration and defence,between 251-500,1,1,1,0,1,0,0,0,0,0
B,55,Urban area,Owner without mortgage,Missing,widow,1,0,637,3,15,Education,between 51-100,11,0,0,0,0,0,0,0,0,1
F,45,County capital,Owner with mortgage,Highschool,married,2,0,4503,12,15,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
C,25,Urban area,Living with family,Highschool,single,1,0,817,3,24,Accommodation and food service activities,between 51-100,1,0,0,0,0,0,0,0,0,0
C,26,County capital,Living with family,University,single,1,0,1086.25,3,9,Accommodation and food service activities,between 101-250,1,0,0,0,0,0,0,0,0,1
C,42,Rural area,Owner without mortgage,Post secondary school,married,2,0,1260,9,11,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
C,33,County capital,Living with family,Other,single,2,1,1171.85,2,17,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
C,32,County capital,Owner with mortgage,Post secondary school,married,3,1,1478,13,44,Human health and social work activities,> 1.000,1,0,0,0,0,0,0,0,0,0
C,41,Urban area,Owner without mortgage,Missing,married,3,1,3553.6,3,8,Transportation and storage,between 501-1.000,12,0,0,0,0,0,1,0,0,0
B,36,Urban area,Owner without mortgage,University,married,3,1,1487,8,55,Human health and social work activities,between 251-500,1,1,1,0,0,0,0,0,0,0
F,45,County capital,Living with family,Vocational school,married,2,0,1289.66,2,18,Construction,between 11-20,2,0,0,0,0,0,0,0,0,0
B,30,Rural area,Owner without mortgage,Post-graduate,married,2,0,5492.25,7,11,Manufacturing,between 501-1.000,9,0,0,0,0,0,0,0,0,0
B,36,County capital,Living with family,Post secondary school,single,1,0,1848,15,16,Public administration and defence,between 101-250,13,0,0,0,0,0,1,0,0,0
C,45,County capital,Living with family,University,single,1,0,2611.75,11,17,Wholesale and retail trade,> 1.000,6,1,1,0,0,0,0,0,0,0
C,22,Urban area,Owner without mortgage,University,single,1,0,1039,2,9,Wholesale and retail trade,between 501-1.000,1,1,1,0,1,0,0,0,0,0
B,46,County capital,Owner without mortgage,University,married,3,1,21600,12,12,Transportation and storage,between 21-50,2,0,0,0,0,0,0,0,0,0
C,34,County capital,Living with family,University,single,1,0,1912,5,9,Information and communication,between 101-250,2,0,0,0,0,0,1,0,0,0
C,29,County capital,Living with family,University,single,1,0,1121.33,3,11,Other,between 101-250,1,0,1,0,0,0,0,0,0,0
C,60,County capital,Owner without mortgage,University,divorced,1,0,535,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,26,County capital,Living with family,University,single,1,0,1489,3,15,Public administration and defence,between 101-250,1,1,1,0,0,0,0,0,0,0
F,35,County capital,Owner without mortgage,University,married,2,0,3840,7,25,Public administration and defence,between 101-250,9,0,0,0,0,0,0,0,0,0
C,45,County capital,Owner without mortgage,Highschool,married,2,0,3679.865,5,24,Transportation and storage,between 501-1.000,1,0,1,0,0,0,0,0,0,0
E,27,County capital,Living with family,Post secondary school,single,1,0,848.33,2,24,Manufacturing,between 501-1.000,1,1,1,0,1,0,0,0,0,1
C,58,Rural area,Owner without mortgage,Post secondary school,divorced,1,0,2530,5,16,Missing,Missing,11,0,0,0,0,0,1,0,0,0
B,60,Rural area,Living with family,University,single,1,0,632,2,15,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,1
C,54,County capital,Owner without mortgage,University,divorced,1,0,2386,6,16,Missing,between 51-100,1,0,0,0,0,0,0,0,0,0
C,45,County capital,Owner without mortgage,Highschool,divorced,1,0,1936.4975,15,22,Public administration and defence,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,62,Rural area,Living with family,Middle school,single,1,0,523,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,27,County capital,Living with family,University,single,1,0,925,4,13,Wholesale and retail trade,between 51-100,3,0,0,0,0,0,0,0,0,0
C,67,Rural area,Owner without mortgage,Middle school,widow,1,0,500,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,41,Urban area,Owner without mortgage,Post secondary school,married,2,0,750,4,19,Human health and social work activities,between 251-500,1,1,1,0,1,0,0,0,0,0
C,42,County capital,Living with family,University,married,2,0,1873.2,24,24,Transportation and storage,between 501-1.000,10,1,1,0,0,0,1,0,0,0
C,56,Urban area,Owner without mortgage,Missing,single,1,0,1444,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
E,42,Rural area,Owner without mortgage,University,married,4,2,2806,21,21,Public administration and defence,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,26,Urban area,Living with family,Highschool,married,2,0,1052.5,4,16,Wholesale and retail trade,> 1.000,4,0,1,0,0,0,0,0,0,0
C,28,Rural area,Living with family,Middle school,single,1,0,1374,5,5,Manufacturing,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,48,County capital,Owner without mortgage,University,married,2,0,1090,30,30,Other,between 0-10,12,0,1,0,0,0,0,0,0,0
F,49,County capital,Rental,University,married,2,0,30746,12,12,Manufacturing,between 251-500,1,1,1,0,0,0,0,0,0,0
C,33,Rural area,Living with family,Vocational school,married,2,0,1557,11,18,Manufacturing,between 251-500,8,0,0,0,0,0,1,0,0,0
F,26,Rural area,Living with family,University,single,1,0,2561.75,3,8,"Professional, scientific and technical activities",between 251-500,2,0,0,0,0,0,0,0,0,0
E,65,County capital,Owner without mortgage,Highschool,married,2,0,1615,5,16,Missing,Missing,13,1,1,0,0,0,0,0,0,0
E,45,County capital,Owner without mortgage,Highschool,married,2,0,2213.25,7,25,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
F,28,Urban area,Living with family,University,married,2,0,1720,5,15,Wholesale and retail trade,between 101-250,9,0,0,0,0,0,0,0,0,0
C,61,County capital,Owner without mortgage,University,married,2,0,1945,5,16,Missing,Missing,11,0,1,0,0,0,0,0,0,0
C,51,Rural area,Owner without mortgage,Post secondary school,married,2,0,1938,25,25,Transportation and storage,between 51-100,1,0,0,0,0,0,0,0,0,0
F,35,Rural area,Living with family,Post secondary school,married,2,0,2100,2,4,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
B,25,Rural area,Living with family,College,single,1,0,789,3,16,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
E,54,Rural area,Owner without mortgage,University,married,2,0,2604,5,25,Public administration and defence,between 21-50,1,1,1,0,1,0,0,0,0,0
F,55,County capital,Owner without mortgage,Highschool,married,2,0,2770.5,13,21,Transportation and storage,between 101-250,6,0,0,0,0,0,0,0,0,0
C,26,County capital,Other,Other,single,1,0,908,3,24,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
F,41,County capital,Living with family,University,married,4,2,2276.33,5,38,Transportation and storage,> 1.000,9,0,0,0,0,0,0,0,0,0
F,35,Rural area,Living with family,University,single,1,0,896.196,13,13,Wholesale and retail trade,between 11-20,9,1,1,0,0,0,1,0,0,0
E,66,County capital,Owner without mortgage,Highschool,married,2,0,607,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
B,38,Rural area,Living with family,Other,single,1,1,670,3,4,Construction,between 21-50,2,0,0,0,0,0,0,0,0,1
F,51,County capital,Living with family,Highschool,married,2,0,2512,30,31,Public administration and defence,between 501-1.000,12,0,0,0,0,0,1,0,0,0
C,46,County capital,Owner without mortgage,University,married,2,0,1701,2,22,Manufacturing,between 251-500,7,0,0,0,0,0,0,0,0,0
B,30,County capital,Owner with mortgage,University,married,2,0,2340.2225,9,21,Manufacturing,> 1.000,2,1,1,0,1,0,0,0,0,0
C,26,County capital,Living with family,College,single,1,0,2000,4,4,"Professional, scientific and technical activities",between 11-20,6,0,0,0,0,0,0,0,0,1
C,41,County capital,Living with family,College,single,1,2,636,2,2,Construction,between 21-50,1,0,0,0,0,0,0,0,0,1
B,26,County capital,Living with family,Highschool,single,1,0,1391,3,10,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
B,30,County capital,Owner with mortgage,Missing,single,1,0,1288.28,1,14,Human health and social work activities,between 21-50,7,0,0,0,0,0,0,0,0,0
C,66,Urban area,Owner without mortgage,Other,married,2,0,879,5,16,Missing,Missing,2,1,1,0,0,0,0,0,0,0
F,36,County capital,Other,Post-graduate,single,1,0,9369.33,5,15,Information and communication,between 251-500,1,0,1,0,0,0,0,0,0,0
C,67,Rural area,Owner without mortgage,University,married,2,0,1528,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
B,24,County capital,Living with family,University,single,1,2,1509.35,1,18,Manufacturing,between 51-100,1,1,1,0,1,0,0,0,0,0
C,36,Urban area,Owner without mortgage,College,single,1,0,2263.08,1,12,Manufacturing,> 1.000,11,0,0,0,0,0,0,0,0,0
B,50,Urban area,Owner without mortgage,Other,married,2,0,2776,19,20,Public administration and defence,> 1.000,12,1,1,0,0,0,1,0,0,0
F,30,Rural area,Living with family,Post-graduate,single,1,0,1149,4,8,Education,between 101-250,11,0,0,0,0,0,0,0,0,0
C,65,Rural area,Owner without mortgage,Middle school,married,2,0,996,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
B,30,Urban area,Living with family,Other,single,1,0,980.4,1,46,Education,between 51-100,1,0,0,0,0,0,0,0,0,0
E,34,Rural area,Living with family,Post-graduate,single,1,0,1559,9,25,Other,between 51-100,2,1,1,0,1,0,0,0,0,0
F,30,County capital,Owner with mortgage,Post-graduate,married,2,0,3136.145,6,12,Information and communication,> 1.000,2,0,0,0,0,0,0,0,0,0
E,66,Rural area,Owner without mortgage,College,married,2,0,965,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,23,County capital,Living with family,Other,married,2,0,1057.05,2,17,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
C,44,County capital,Owner without mortgage,University,single,1,0,1067,7,10,Other,> 1.000,11,0,0,0,0,0,1,0,0,0
E,66,County capital,Owner without mortgage,Missing,married,2,0,819,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,44,County capital,Living with family,Vocational school,divorced,1,0,1146,6,13,Wholesale and retail trade,between 51-100,2,0,0,0,0,0,0,0,0,0
C,61,Urban area,Owner without mortgage,University,single,1,0,1680,5,16,Missing,Missing,11,1,1,0,0,0,1,0,0,0
B,41,Rural area,Owner without mortgage,Post secondary school,married,2,0,986.5,2,56,Human health and social work activities,> 1.000,2,1,1,0,1,0,0,0,0,0
C,29,County capital,Living with family,Post-graduate,single,1,0,1924,7,22,Financial and insurance activities,between 501-1.000,10,0,0,0,0,0,0,0,0,0
B,62,Rural area,Owner without mortgage,Middle school,single,1,0,670,10,46,Public administration and defence,between 21-50,1,0,0,0,0,0,0,0,0,0
B,40,County capital,Owner without mortgage,Post secondary school,married,3,1,1791,16,23,Wholesale and retail trade,between 21-50,10,0,0,0,0,0,0,0,0,0
C,53,County capital,Owner without mortgage,University,married,2,0,3272.41,23,23,Mining and quarrying,between 501-1.000,10,1,1,0,0,0,1,0,0,0
C,47,Rural area,Owner without mortgage,Vocational school,married,2,0,1083.4975,5,5,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
E,41,County capital,Owner without mortgage,University,divorced,1,0,2132,4,12,Public administration and defence,between 501-1.000,9,1,1,0,1,0,1,0,0,0
F,26,County capital,Living with family,University,single,1,0,2770.245,2,14,Wholesale and retail trade,> 1.000,2,0,0,0,0,0,0,0,0,0
B,62,Rural area,Living with family,University,single,1,0,1060,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,29,Rural area,Living with family,Vocational school,single,1,0,2007,7,20,"Agriculture, hunting and forestry",between 101-250,2,1,1,0,0,0,0,0,0,1
C,64,Rural area,Owner without mortgage,Vocational school,married,2,0,1318,5,16,Missing,Missing,11,0,1,0,0,0,1,0,0,0
C,33,County capital,Living with family,University,single,1,0,4742.33,1,13,Information and communication,> 1.000,1,1,1,0,0,0,0,0,0,0
C,61,Rural area,Owner without mortgage,Missing,married,2,0,967,5,16,Missing,Missing,12,0,0,0,0,0,1,0,0,0
C,27,County capital,Owner without mortgage,Other,single,1,0,710,4,16,Missing,between 0-10,2,0,0,0,0,0,0,0,0,0
C,35,County capital,Living with family,Highschool,married,2,0,1607.25,2,6,Manufacturing,between 501-1.000,5,0,0,0,0,0,1,0,0,0
C,30,Rural area,Owner without mortgage,Highschool,married,2,0,1645.4275,2,12,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,38,Rural area,Living with family,University,divorced,1,0,3560,1,9,Information and communication,between 51-100,2,0,0,0,0,0,0,0,0,0
C,69,Rural area,Owner without mortgage,Vocational school,married,2,0,1141,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
F,29,County capital,Living with family,University,married,2,1,1367.25,7,15,Wholesale and retail trade,> 1.000,6,0,0,0,0,0,0,0,0,0
C,39,Urban area,Living with family,Highschool,married,2,0,1240.245,11,21,Manufacturing,> 1.000,16,0,0,0,0,0,1,0,0,0
C,34,County capital,Living with family,College,single,1,0,782,2,12,Other,> 1.000,1,0,0,0,0,0,0,0,0,0
E,29,County capital,Owner with mortgage,Highschool,married,4,2,3220.25,2,9,Manufacturing,between 251-500,1,1,1,0,1,0,0,0,0,0
C,38,Urban area,Owner without mortgage,Post secondary school,single,1,0,2132,13,20,Human health and social work activities,between 251-500,14,1,1,0,0,0,1,0,0,0
B,62,Rural area,Owner without mortgage,Highschool,married,2,0,1314,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,44,Rural area,Owner without mortgage,Vocational school,married,2,0,639,1,24,Accommodation and food service activities,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,64,Rural area,Owner without mortgage,Missing,married,2,0,657,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
F,26,County capital,Living with family,Missing,single,1,0,2850,4,6,Other,> 1.000,2,0,0,0,0,0,0,0,0,0
B,66,County capital,Owner without mortgage,Post secondary school,single,1,0,869,5,16,Missing,Missing,13,1,1,0,0,0,0,0,0,0
C,47,County capital,Owner without mortgage,Post-graduate,single,1,0,2212,21,39,Other,between 51-100,8,0,0,0,0,0,0,0,0,0
C,47,County capital,Living with family,Post secondary school,married,2,0,1814.34,28,28,Electricity and gas,between 501-1.000,1,0,0,0,0,0,0,0,0,0
C,30,Rural area,Owner without mortgage,University,married,2,0,893,10,25,Public administration and defence,> 1.000,9,0,0,0,0,0,1,0,0,0
F,30,County capital,Living with family,University,married,2,0,1014,9,11,Manufacturing,between 51-100,2,0,0,0,0,0,0,0,0,0
C,25,County capital,Living with family,University,single,1,0,1084.75,2,11,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
F,40,County capital,Living with family,University,married,2,0,2504,2,17,Real estate activities,between 0-10,2,0,0,0,0,0,0,0,0,0
C,65,Urban area,Owner without mortgage,Other,divorced,1,0,1975,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,59,County capital,Owner without mortgage,Post secondary school,married,2,0,1419,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,37,Rural area,Owner without mortgage,Other,married,4,2,679,2,18,Human health and social work activities,between 51-100,2,1,1,0,1,0,0,0,0,0
B,32,County capital,Living with family,University,single,1,0,2234,7,21,Accommodation and food service activities,between 101-250,1,0,0,0,0,0,0,0,0,0
C,37,County capital,Owner without mortgage,Post-graduate,married,2,0,4432.33,1,7,Information and communication,> 1.000,1,0,0,0,0,0,0,0,0,0
C,42,Rural area,Owner without mortgage,Missing,married,2,0,726,11,14,Other,between 251-500,9,0,0,0,0,0,1,0,0,0
F,30,Urban area,Living with family,Highschool,married,3,1,1043,7,22,Wholesale and retail trade,between 21-50,9,0,1,0,0,0,0,0,0,0
E,26,Rural area,Living with family,Missing,single,1,0,954,3,24,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
